delta/B,6A1g,4T1g(G),4T2g(G),4A1g/4Eg(G),4T1g(P),4T2g(D),4Eg(D),2T2g(I),2A2g(I),2T1g(I),2T2g(I),2Eg(I),2A1g(I),2T2g,2Eg,2T1g,4A2g(F),4T1g(F),4T2g(F),2A2g(H),2T2g(H),2T1g(H),2Eg(H),2T1g(H),2T2g(H),2A1g,2T2g,2Eg,2T1g,2T2g,2A2g,2T1g,2A1g(S),2Eg(D),2T2g(D),2Eg,2T1g,2T2g,2A1g,2T1g,2T2g,2Eg
30.0349236,3.3451362,9.50588359,16.6671898,35.7432736,52.8919895,38.9825669,42.7432736,0,24.9969302,25.3345669,27.7567485,30.1552095,42.3470326,40.1609546,47.3933248,71.7504587,56.7025285,36.7545274,79.5393213,62.0212072,52.8740349,60.2937043,57.029908,62.1511292,60.2135623,51.6105832,74.5336542,67.9053097,71.5057963,91.2500943,86.4875879,85.5131199,66.9851863,80.8784494,100.234129,94.6925518,93.2267322,100.503265,107.745078,111.47395,133.009906,125.3994627
30.7334118,4.699461,10.173326,17.360383,37.0975984,54.2863341,40.3261688,44.0975984,0,25.6656694,26.0037485,28.4446822,30.8434203,43.1160047,40.8591141,48.4136123,73.7516438,58.0568533,37.4755087,81.5654983,63.3827357,54.220397,61.6479464,58.30239,63.5068126,61.5577951,52.9142771,76.0052689,69.2052352,72.9257916,93.0279651,88.520291,87.4617392,68.3166205,82.1697707,102.079925,96.6614715,94.8038941,102.459346,109.758274,113.262676,135.425095,125.9366618
31.4318981,6.05497206,10.8415576,18.0529849,38.4531094,55.6789721,41.6716589,45.4531094,0,26.3350792,26.6735763,29.1327288,31.5315052,43.8776449,41.5560221,49.4230116,75.7573097,59.4123644,38.1958603,83.5939406,64.7449814,55.5686345,63.0033818,59.5790326,64.8635972,62.9039092,54.2247951,77.4710175,70.5058626,74.3439348,94.8023458,90.5551723,89.3990861,69.6506217,83.4649127,103.779647,98.6362619,96.3902724,104.561009,111.774162,115.062504,137.859392,126.4738609
32.1303825,7.41162165,11.5105495,18.7450698,39.809759,57.0701211,43.0189267,46.809759,0,27.0051374,27.3440326,29.8208952,32.2194948,44.6328941,42.2518347,50.4216461,77.7671164,60.769014,38.9156077,85.6245343,66.1079313,56.9186158,64.3599604,60.8598161,66.22144,64.2517916,55.5412841,78.9313166,71.8074517,75.7603341,96.5717462,92.5921106,91.3227753,70.9870338,84.763759,105.469269,100.616503,97.9881967,106.674043,113.792608,116.873059,140.311683,127.01106
32.8288727,8.76935972,12.1802736,19.4366997,41.1674971,58.4599697,44.3678719,48.1674971,0,27.6758242,28.0151001,30.5091863,32.9074179,45.3825483,42.9466868,51.4096799,79.7807567,62.126752,39.6347695,87.6571723,67.4715763,58.2702224,65.717631,62.1446973,67.580298,65.6013399,56.8630244,80.38656,73.1102189,77.1750943,98.3346927,94.6309919,93.2301001,72.3257148,86.0661839,107.161737,102.601816,99.6003469,108.787242,115.813484,118.693967,142.780909,127.5482591
33.527359,10.1281409,12.8507008,20.1279325,42.5262782,59.8486892,45.7184016,49.5262782,0,28.3471211,28.6867602,31.1976054,33.5952992,46.1272829,43.640695,52.3873143,81.7979558,63.4855332,40.353369,89.6917555,68.835901,59.6233504,67.0763504,63.4336135,68.9401327,66.9524575,58.1894086,81.8371153,74.4143492,78.5883166,100.089749,96.6717148,95.1180617,73.6665308,87.3720594,108.860533,104.591858,101.229717,110.898829,117.836675,120.524852,145.266057,128.0854582
34.2258453,11.4879232,13.5218056,20.8188184,43.8860605,61.2364237,47.0704307,50.8860605,0,29.0190105,29.3589977,31.8861548,34.2831607,46.867674,44.3339616,53.3547846,83.8184633,64.8453155,41.0714249,91.7281898,70.2008929,60.9779057,68.4360757,64.726482,70.3009057,68.3050594,59.519922,83.2833318,75.7199965,80.0000943,101.835541,98.7141828,96.983475,75.009362,88.6812538,110.567683,106.586314,102.87951,113.008407,119.86207,122.36534,147.766175,128.6226573
34.9243317,12.8486671,14.1935634,21.5094028,45.2468044,62.6233073,48.4238778,52.2468044,0,29.6914726,30.0317963,32.5748382,34.9710198,47.6042154,45.0265774,54.3123481,85.8420536,66.2060594,41.7889558,93.7663888,71.5665378,62.3338044,69.7967648,66.0232084,71.6625832,69.659064,60.8541257,84.7255308,77.0272829,81.4105157,103.57079,100.758305,98.8231432,76.3540955,89.9936368,112.284758,108.5849,104.552951,115.115937,121.889568,124.215063,150.280359,129.1598564
35.622818,14.2103341,14.8659523,22.1997264,46.6084715,64.0094517,49.7786717,53.6084715,0,30.3644936,30.7051397,33.2636566,35.6588929,48.3373306,45.7186205,55.2602841,87.8685215,67.5677264,42.5059825,95.8062724,72.9328219,63.6909709,71.1583807,67.3236834,73.0251304,71.0143981,62.1916449,86.1640151,78.3363097,82.8196659,105.294341,102.804002,100.634125,77.7006251,91.3090768,114.013073,110.587355,106.25303,117.221491,123.91907,126.073657,152.80776,129.6970555
36.3213043,15.5728882,15.5389488,22.8898265,47.9710256,65.3949604,51.1347439,54.9710256,0,31.0380536,31.3790116,33.9526112,36.3467939,49.0673865,46.4101618,56.1988859,89.8976787,68.9302806,43.2225215,97.8477625,74.2997311,65.0493364,72.5208859,68.6277905,74.3885157,72.3709942,63.5321572,87.5990617,79.6471513,84.227624,107.005192,104.851196,102.414041,79.0488568,92.6274482,115.753745,112.59344,107.982179,119.325186,125.950489,127.940765,155.347582,130.2342546
37.0197906,16.9362969,16.212532,23.5797346,49.3344342,66.779922,52.4920326,56.3344342,0,31.7121397,32.0533981,34.641702,37.0347357,49.7947008,47.1012619,57.1284587,91.9293562,70.2936892,43.9385902,99.8907905,75.6672503,66.4088359,73.884248,69.9354063,75.7527101,73.7287893,64.875383,89.0309325,80.9598673,85.6344645,108.702522,106.899814,104.161386,80.3986997,93.948624,117.507676,114.602935,109.741967,121.427153,127.983738,129.81604,157.899076,130.7714537
37.718277,18.3005262,16.8866834,24.2694796,50.6986636,68.1644168,53.8504785,57.6986636,0,32.3867346,32.7282852,35.3309302,37.7227299,50.5195506,47.7919779,58.0493143,93.9633993,71.6579185,44.6542061,101.935286,77.0353644,67.7694121,75.2484342,71.2464016,77.1176822,75.0877253,66.2210803,90.459865,82.2744948,87.0402596,110.385704,108.949792,105.875728,81.7500698,95.2724831,119.275562,116.615639,111.532899,123.52752,130.018737,131.699144,160.461541,131.3086528
38.4167633,19.665546,17.5613807,24.9590896,52.0636834,69.5485157,55.2100256,59.0636834,0,33.0618254,33.4036589,36.0202957,38.4107835,51.2421769,48.4823574,58.9617683,95.9996624,73.0229383,45.369383,103.981189,78.4040617,69.1310128,76.6134144,72.5606473,78.4834063,76.4477474,67.5690361,91.8860827,83.5910594,88.4450733,112.054325,111.001065,107.557745,83.1028894,96.5989092,121.057879,118.631367,113.354368,125.626416,132.055413,133.589749,163.034324,131.8458519
39.1152496,21.0313271,18.2366077,25.6485867,53.4294645,70.9322794,56.5706263,60.4294645,0,33.7373958,34.0795041,36.7097974,39.0989057,51.9627939,49.1724435,59.8661362,98.0380175,74.3887194,46.0841374,106.028438,79.7733248,70.4935879,77.9791583,73.8780116,79.8498568,77.8088056,68.9190675,93.3097893,84.9095728,89.8489709,113.708179,113.053577,109.209091,84.4570885,97.9277881,122.854885,120.649946,115.204801,127.723962,134.093695,135.487537,165.616809,132.383051
39.813736,22.397844,18.9123469,26.3379919,54.7959814,72.3157637,57.9322305,61.7959814,0,34.4134331,34.7558091,37.3994354,39.7871048,52.6815891,49.8622759,60.7627299,100.078345,75.7552363,46.7984831,108.076977,81.143142,71.857092,79.345638,75.1983632,81.217007,79.170851,70.2710093,94.7311758,86.2300361,91.2520081,115.347262,115.107272,110.832126,85.8125972,99.2590105,124.666633,122.67122,117.081915,129.820271,136.133516,137.3922,168.208428,132.9202501
40.5122223,23.7650687,19.5885809,27.0273248,56.1632061,73.6990175,59.2947951,63.1632061,0,35.0899232,35.4325611,38.0892072,40.4753842,53.3987288,50.5518894,61.6518615,102.120532,77.122461,47.5124342,110.126754,82.5134994,73.2214843,80.7128289,76.5215751,82.5848335,80.5338417,71.6247171,96.1504133,87.55244,92.654241,116.971754,117.1621,112.429614,87.1693527,100.592473,126.492988,124.69504,118.983029,131.915449,138.174813,139.303446,170.808645,133.4574492
41.2107086,25.1329779,20.2652945,27.716603,57.5311153,75.0820838,60.6582782,64.5311153,0,35.7668545,36.1097474,38.7791129,41.1637509,54.1143586,51.2413143,62.5338347,104.164477,78.4903702,48.2260047,112.177719,83.8843818,74.5867241,82.0807055,77.8475192,83.9533132,81.8977357,72.9800629,97.5676659,88.8767683,94.0557229,118.581998,119.218012,114.004434,88.527298,101.928075,128.333651,126.721271,120.90534,134.009596,140.217525,141.220988,173.416963,133.9946483
41.9091949,26.501546,20.9424715,28.4058405,58.8996834,76.4650023,62.0226403,65.8996834,0,36.444213,36.7873562,39.4691525,41.8522084,54.8286123,51.9305797,63.4089453,106.210087,79.8589383,48.9392072,114.229825,85.2557776,75.9527753,83.4492433,79.1760733,85.3224261,83.2624948,74.3369325,98.9830815,90.2029965,95.4565006,120.178464,121.274963,115.559383,89.8863772,103.265719,130.188184,128.749788,122.846133,136.102801,142.261598,143.144556,176.032916,134.5318474
42.6076851,27.870752,21.620099,29.0950512,60.2688894,77.8478068,63.3878452,67.2688894,0,37.1219895,37.465376,40.1593213,42.5407602,55.5416065,52.6197101,64.2774831,108.257275,81.2281444,49.6520547,116.283028,86.6276729,77.319603,84.8184191,80.5071176,86.6921502,84.6280815,75.6952212,100.396795,91.5310978,96.8566193,121.76173,123.332909,117.097038,91.2465378,104.605319,132.056048,130.780474,124.802907,138.195149,144.306979,145.073889,178.656071,135.0690465
43.3061714,29.2405751,22.2981607,29.7842491,61.6387125,79.2305274,64.753858,68.6387125,0,37.80017,38.1437963,40.8496217,43.2294098,56.2534459,53.3087264,65.1397299,110.305958,82.5979674,50.3645576,118.337284,88.0000559,78.6871769,86.188213,81.8405378,88.0624657,85.9944622,77.054837,101.808934,92.8610361,98.2561234,123.332441,125.391813,118.6197,92.6077322,105.946783,133.936624,132.813217,126.773438,140.286718,146.353617,147.008736,181.286023,135.6062456
44.0046577,30.6109919,22.9766449,30.4734424,63.0091292,80.6131909,66.1206461,70.0091292,0,38.4787439,38.8226042,41.5400477,43.9181595,56.9642247,53.9976519,65.9959546,112.356063,83.9683842,51.0767276,120.392555,89.3729139,80.0554657,87.5586042,83.1762224,89.4333539,87.3616054,78.4156985,103.219615,94.1927765,99.6550524,124.891296,127.451633,120.129374,93.969915,107.290033,135.829247,134.847919,128.755794,142.377579,148.401464,148.948859,183.922395,136.1434447
44.7031441,31.9819849,23.6555378,31.1626438,64.3801222,81.9958207,67.4881781,71.3801222,0,39.1576997,39.5017905,42.2306019,44.6070105,57.6740303,54.6865017,66.8464203,114.407519,85.3393772,51.7885763,122.448801,90.7462328,81.4244424,88.9295728,84.5140664,90.8047963,88.7294808,79.7777276,104.628945,95.5262794,101.053445,126.43901,129.512336,121.627785,95.3330431,108.634986,137.733225,136.884481,130.74832,144.467796,150.450475,150.89403,186.564832,136.6806438
45.4016304,33.3535355,24.3348265,31.8518603,65.7516729,83.3784389,68.8564261,72.7516729,0,39.8370291,40.1813458,42.9212794,45.2959662,58.3829371,55.3752945,67.691376,116.460262,86.7109278,52.5001141,124.505988,92.1200035,82.794078,90.301099,85.8539674,92.1767753,90.0980594,81.140858,106.037023,96.8615017,102.451334,127.976307,131.573888,123.116403,96.6970757,109.981569,139.647857,138.922817,132.749616,146.557432,152.500607,152.844031,189.213008,137.2178429
46.1001167,34.7256251,25.0145017,32.5411001,67.1237625,84.7610652,70.225362,74.1237625,0,40.5167206,40.8612596,43.6120803,45.9850279,59.0910163,56.0640442,68.5310664,118.514232,88.0830175,53.2113516,126.56408,93.4942142,84.1643504,91.6731653,87.19583,93.5492747,91.4673143,82.5050244,107.443941,98.1984005,103.848754,129.503899,133.636256,124.596476,98.0619767,111.329711,141.572454,140.962845,134.758498,148.64654,154.551818,154.798657,191.866614,137.755042
46.7986031,36.0982375,25.6945495,33.2303714,68.4963749,86.1437148,71.5949604,75.4963749,0,41.1967637,41.5415227,44.3030012,46.6741944,59.7983306,56.7527637,69.3657206,120.569369,89.4556298,53.9222969,128.623045,94.8688522,85.535234,93.0457555,88.53956,94.9222782,92.83722,83.8701723,108.849782,99.5369325,105.245737,131.022473,135.699409,126.069062,99.4277078,112.679346,143.506346,143.004485,136.773972,150.735173,156.604071,156.757707,194.525361,138.2922411
47.4970894,37.4713539,26.3749604,33.9196799,69.8694913,87.5264028,72.9651967,76.8694913,0,41.8771513,42.2221246,44.9940407,47.3634692,60.5049383,57.4414645,70.19556,122.625623,90.8287462,54.6329604,130.682854,96.2439069,86.9067066,94.4188522,89.8850722,96.2957707,94.2077532,85.236248,110.254625,100.877051,106.64231,132.532688,137.763319,127.535058,100.794239,114.030407,145.448891,145.047665,138.7952,152.823377,158.657327,158.720994,197.188981,138.8294402
48.1955757,38.8449616,27.0557229,34.6090303,71.243099,88.909142,74.3360477,78.243099,0,42.5578719,42.9030582,45.6851967,48.0528498,61.2108906,58.1301595,71.0207974,124.682943,92.2023539,55.3433504,132.743475,97.6193679,88.2787474,95.7924389,91.2322829,97.6697369,95.5788906,86.6032037,111.658542,102.218712,108.038502,134.035166,139.827959,128.995227,102.161534,115.382837,147.39948,147.092315,140.821475,154.911194,160.711553,160.68834,199.857224,139.3666393
48.894062,40.2190442,27.7368277,35.2984296,72.6171816,90.2919441,75.7074913,79.6171816,0,43.2389185,43.5843132,46.376468,48.7423388,61.9162363,58.8188556,71.8416345,126.741284,93.5764366,56.0534761,134.80488,98.9952258,89.6513376,97.1665017,92.5811129,99.0441641,96.95061,87.9709953,113.0616,103.56187,109.434338,135.530494,141.893303,130.45022,103.529566,116.736574,149.357544,149.138375,142.852201,156.998665,162.766714,162.659573,202.529853,139.9038384
49.5925484,41.5935867,28.4182643,35.9878801,73.9917241,91.6748196,77.0795052,80.9917241,0,43.9202817,44.2658824,47.0678533,49.4319348,62.6210186,59.5075634,72.6582643,128.800601,94.950979,56.7633446,136.867043,100.37147,91.0244563,98.5410268,93.9314878,100.419036,98.3228906,89.3395809,114.463859,104.906478,110.829843,137.019213,143.959324,131.900596,104.898306,118.091566,151.322549,151.185779,144.886872,159.085824,164.822778,164.634531,205.206647,140.4410375
50.2910347,42.9685774,29.1000233,36.6773877,75.3667148,93.0577776,78.452071,82.3667148,0,44.6019534,44.9477579,47.7593481,50.1216368,63.3252782,60.1962899,73.4708696,130.860852,96.3259697,57.4729662,138.929939,101.74809,92.3980861,99.9159988,95.2833364,101.794342,99.6957136,90.7089232,115.865378,106.252494,112.225037,138.501829,146.026001,133.346835,106.267725,119.447759,153.294,153.234474,146.925054,161.172707,166.879715,166.613058,207.8874,140.9782366
50.989521,44.344,29.7820966,37.3669558,76.7421374,94.4408254,79.8251688,83.7421374,0,45.2839267,45.6299313,48.4509523,50.811447,64.0290512,60.8850419,74.2796275,132.922,97.7013923,58.1823458,140.993544,103.125077,93.7722095,101.291405,96.6365925,103.170069,101.069061,92.0789872,117.266208,107.599873,113.619944,139.97881,148.093311,134.78935,107.637801,120.805105,155.271439,155.284404,148.966377,163.259342,168.937496,168.59501,210.57192,141.5154357
51.6880112,45.719844,30.464475,38.0565856,78.1179814,95.8239697,81.1987811,85.1179814,0,45.9661921,46.3123946,49.1426636,51.5013632,64.7323714,61.5738265,75.0847043,134.984008,99.0772363,58.8914924,143.057832,104.502423,95.1468114,102.667233,97.9911921,104.546204,102.442914,93.4497392,118.666399,108.948572,115.014582,141.450586,150.161232,136.228505,109.008506,122.163556,157.254442,157.33552,151.010527,165.345759,170.996092,170.580246,213.260021,142.0526348
52.3864975,47.0960955,31.1471502,38.7462817,79.4942328,97.2072177,82.5728906,86.4942328,0,46.6487427,46.9951409,49.8344796,52.1913853,65.4352712,62.2626484,75.8862596,137.046843,100.453488,59.6004133,145.122783,105.880116,96.5218743,104.043469,99.3470745,105.922736,103.817255,94.8211502,120.065997,110.298547,116.408971,142.917548,152.229744,137.664612,110.37982,123.523068,159.242624,159.387773,153.057227,167.431983,173.055477,172.568631,215.951534,142.5898339
53.0849838,48.4727451,31.8301141,39.4360454,80.8708824,98.5905728,83.9474808,87.8708824,0,47.3315716,47.6781641,50.5263993,52.8815111,66.1377765,62.9515146,76.6844424,139.110469,101.830137,60.3091141,147.188376,107.25815,97.8973842,105.420104,100.704184,107.299654,105.19207,96.1931909,121.465042,111.64976,117.803127,144.380063,154.298828,139.09795,111.751719,124.883598,161.235624,161.441119,155.10624,169.518036,175.115626,174.56004,218.646299,143.127033
53.7834702,49.8497788,32.5133597,40.1258789,82.2479162,99.9740396,85.3225367,89.2479162,0,48.0146717,48.3614552,51.2184203,53.5717427,66.8399162,63.6404284,77.4793993,141.174859,103.207171,61.0176019,149.254589,108.636516,99.2733283,106.797123,102.062466,108.676946,106.567342,97.5658347,122.863574,113.002169,119.197068,145.838461,156.368464,140.528759,113.124184,126.245106,163.233115,163.495513,157.15736,171.603941,177.176515,176.554352,221.344164,143.6642321
54.4819565,51.2271874,33.1968778,40.8157846,83.6253248,101.357624,86.6980419,90.6253248,0,48.6980361,49.0450093,51.9105402,54.2620768,67.5417136,64.3293923,78.2712654,143.239983,104.58458,61.7258824,151.321404,110.015205,100.64969,108.174518,103.421871,110.054604,107.943057,98.939057,124.261629,114.355735,120.590807,147.293047,158.438636,141.957256,114.497193,127.607554,165.234797,165.550917,159.210404,173.689718,179.23812,178.551453,224.044988,144.2014312
55.1804428,52.6049604,33.8806624,41.5057637,85.0030978,102.741327,88.0739837,92.0030978,0,49.3816601,49.7288196,52.6027567,54.9525134,68.2431921,65.0184133,79.0601735,145.305813,105.962353,62.4339627,153.388801,111.39421,102.02646,109.552277,104.782348,111.432617,109.319201,100.312835,125.65924,115.710419,121.984361,148.744099,160.509326,143.383631,115.870729,128.970906,167.240392,167.607291,161.265214,175.775385,181.300418,180.551232,226.748636,144.7386303
55.8789291,53.9830861,34.5647066,42.1958172,86.3812235,104.125153,89.4503469,93.3812235,0,50.0655343,50.4128789,53.2950698,55.6430512,68.9443714,65.7074913,79.8462456,147.372322,107.340478,63.1418475,155.456763,112.773523,103.403623,110.930391,106.143854,112.810973,110.695761,101.687146,127.05644,117.066185,123.377742,150.191873,162.580517,144.808056,117.244774,130.335125,169.249647,169.6646,163.32165,177.860959,183.363389,182.553587,229.454983,145.2758294
